SampleID	k__Bacteria|Other|Other	k__Bacteria|p__Acidobacteria|c__Acidobacteria-6	k__Bacteria|p__Acidobacteria|c__Acidobacteriia	k__Bacteria|p__Acidobacteria|c__Solibacteres	k__Bacteria|p__Acidobacteria|c__Sva0725	k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria]	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	k__Bacteria|p__Actinobacteria|c__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Coriobacteriia	k__Bacteria|p__Actinobacteria|c__MB-A2-108	k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	k__Bacteria|p__Actinobacteria|c__OPB41	k__Bacteria|p__Actinobacteria|c__Thermoleophilia	k__Bacteria|p__Armatimonadetes|c__	k__Bacteria|p__Bacteroidetes|Other	k__Bacteria|p__Bacteroidetes|c__	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Bacteroidetes|c__Cytophagia	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	k__Bacteria|p__Bacteroidetes|c__VC2_1_Bac22	k__Bacteria|p__Bacteroidetes|c__[Rhodothermi]	k__Bacteria|p__Bacteroidetes|c__[Saprospirae]	k__Bacteria|p__Chlorobi|c__OPB56	k__Bacteria|p__Chloroflexi|c__Anaerolineae	k__Bacteria|p__Chloroflexi|c__C0119	k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	k__Bacteria|p__Chloroflexi|c__S085	k__Bacteria|p__Chloroflexi|c__TK10	k__Bacteria|p__Chloroflexi|c__Thermomicrobia	k__Bacteria|p__Cyanobacteria|Other	k__Bacteria|p__Cyanobacteria|c__	k__Bacteria|p__Cyanobacteria|c__4C0d-2	k__Bacteria|p__Cyanobacteria|c__Chloroplast	k__Bacteria|p__Cyanobacteria|c__ML635J-21	k__Bacteria|p__Cyanobacteria|c__Nostocophycideae	k__Bacteria|p__Cyanobacteria|c__Oscillatoriophycideae	k__Bacteria|p__Cyanobacteria|c__Synechococcophycideae	k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	k__Bacteria|p__FBP|c__	k__Bacteria|p__Firmicutes|Other	k__Bacteria|p__Firmicutes|c__Bacilli	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Firmicutes|c__Erysipelotrichi	k__Bacteria|p__Fusobacteria|c__Fusobacteriia	k__Bacteria|p__Gemmatimonadetes|c__Gemm-1	k__Bacteria|p__Gemmatimonadetes|c__Gemm-3	k__Bacteria|p__Gemmatimonadetes|c__Gemm-5	k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	k__Bacteria|p__Nitrospirae|c__Nitrospira	k__Bacteria|p__Planctomycetes|c__Phycisphaerae	k__Bacteria|p__Planctomycetes|c__Planctomycetia	k__Bacteria|p__Proteobacteria|Other	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	k__Bacteria|p__Proteobacteria|c__TA18	k__Bacteria|p__SR1|c__	k__Bacteria|p__Spirochaetes|c__Spirochaetes	k__Bacteria|p__Synergistetes|c__Synergistia	k__Bacteria|p__TM7|c__	k__Bacteria|p__TM7|c__TM7-1	k__Bacteria|p__TM7|c__TM7-3	k__Bacteria|p__Tenericutes|c__Mollicutes	k__Bacteria|p__Verrucomicrobia|c__Opitutae	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	k__Bacteria|p__WPS-2|c__	k__Bacteria|p__WS3|c__PRR-12	k__Bacteria|p__[Thermi]|c__Deinococci
H160S6Y9.04	0.0	0.0	0.0	0.0	0.000103050288541	0.0	0.000180338004946	0.584243610882	0.0	0.000437963726298	0.0	0.0	0.000437963726298	0.0	0.0	0.0	0.00136541632317	0.000515251442704	0.00146846661171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000231863149217	0.0	0.0	0.0	0.0	0.0	0.0	0.000283388293487	0.0	0.0	0.0	0.0	0.0	0.000437963726298	0.0	0.206100577082	0.00399319868096	2.57625721352e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00350370981039	0.195177246496	0.00110779060181	0.0	0.000283388293487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103050288541
J160S903.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000804997987505	0.00138249654376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0173074567314	0.0	0.000279999300002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.680520798698	0.0725198187005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000174999562501	0.0505923735191	0.0	0.000332499168752	0.176084559789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160R985.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.621533977523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.87732381052e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62577460351e-05	0.377848965445	0.00015754647621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000328221825439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62577460351e-05
J160S010.04	0.0	0.00210371017977	0.0	0.0	0.0	0.0	0.00278673296541	0.657696300749	0.0	0.0	0.000286869569969	0.0	0.00129774329272	0.0	0.0	0.0	0.00325118845965	0.0	0.00662532102071	0.000628380962789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000327850937107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262349051964	0.00728102289492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00286869569969	0.0510491229987	0.000833287798481	0.0	0.0	0.0	0.0	0.0	0.0	0.000614720507076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160TPYP.04	0.0	0.0	0.0	0.0	0.0	4.66684556241e-05	0.0	0.415850940953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00163339594684	0.0	5.83355695302e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.547735996547	0.00220508452824	0.0	5.83355695302e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.16697973422e-05	0.000338346303275	0.0	0.0	0.0319912263303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160S601.04	0.0	0.00405906229778	0.0	0.0	0.0	0.0	0.0115889169951	0.291428907583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0165892111301	0.0	0.00176480969469	0.00552973704336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00370610035884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.415347961645	0.0223542561327	0.0	0.0297958703453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0462968409906	0.109829989999	0.0	0.0	0.0380904759103	0.0	0.0	0.0	0.0	0.0	0.0	0.00361785987411	0.0	0.0	0.0	0.0	0.0	0.0
E160VM8V.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199208368674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0119168787108	0.0	0.00132880972576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00787390443879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.474229573085	0.0206106870229	0.0	0.00237489397795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00631891433418	0.0696918292338	0.0	0.00161153519932	0.203208934125	0.0	0.0	0.0	0.0	0.0	0.0	0.001625671473	0.0	0.0	0.0	0.0	0.0	0.0
C160SBJS.04	0.0	0.0	0.0	0.0	0.0	0.0	0.000343766651197	0.171831760601	0.0	0.0	0.0	0.0	0.0018391515839	0.0	0.0	0.0	0.00703002801698	0.000395331648877	0.000515649976796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101772117087	0.00577527974011	0.0	0.00283607487238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503618144004	0.0528025576239	0.000962546623352	0.0	0.64748448753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000154694993039	0.00122037161175
H160S2KY.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.300084146369	0.000136453571672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00782333810921	0.0	0.00139864910964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.442553046326	0.0115644401992	0.0	0.00192172113438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13711309727e-05	0.156000545814	0.0	0.0	0.0784039480567	0.0	0.0	0.0	0.0	0.0	0.0	9.09690477815e-05	0.0	0.0	0.0	0.0	0.0	1.13711309727e-05
A160RYFF.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.745209302326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00279069767442	0.0	0.000576744186047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.232893023256	0.00920930232558	0.000427906976744	0.000279069767442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000483720930233	0.00621395348837	0.0	0.0	0.0014511627907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046511627907
A160TQMV.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209351011863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55074823602e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.551166938048	0.00963014654571	0.0	0.000418702023726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00300845157789	0.0	0.0	0.433356594557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000310149647205
F160S11D.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.502489460331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00761145342515	0.0	0.000114457946243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.413460254478	0.0187329505351	0.0	0.00186947978863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000228915892486	0.000553213406841	0.0	0.0	0.0548825852235	0.0	0.0	0.0	0.0	0.0	0.0	5.72289731215e-05	0.0	0.0	0.0	0.0	0.0	0.0
K160X7TC.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127905399908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316780125302	0.0	0.00105774185674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.167584280329	0.0168967481218	0.0	0.00241382116026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000135607930352	0.0290200970953	0.0	0.0	0.614981964145	0.0	0.00588538417727	0.0	0.0	0.0	0.0	0.00141032247566	0.0	0.0	0.0	0.0	0.0	0.00103062027067
K160X7V8.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.328998301262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0213316995739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.221170180178	0.0125038291236	0.0	0.00233924642847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0347823665376	0.0	0.0	0.378874376897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160S7QH.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0439423774484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00362731889315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32438594673	0.0311431236398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00647735516634	0.0686599647632	0.0	0.0	0.521660275676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103637682661
E160WN13.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0651384727572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0101932436074	0.0	0.00575450611119	0.0	0.0	0.0	0.000380463213963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.696533028963	0.0228594981056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000269494776557	0.17747023668	0.0	0.0	0.0214010557854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160S3Q0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0175123120788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000631804043546	0.000405002592017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0546429497149	0.000421202695697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.914544453084	0.0	0.0	0.0118422757906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160RSF5.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.259859522279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00606553200781	0.0	2.42621280312e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.718680625478	0.0013222859777	1.21310640156e-05	0.0045006247498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00731503160142	0.0	1.21310640156e-05	0.00206228088266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000145572768187	0.0	0.0	0.0	0.0	0.0
A160TQ8N.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86137181568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289323265825	0.0	0.000423399901207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111707007268	0.0132665302378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00187001623033	0.0	0.0	0.00705666502011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141133300402
J160QKF8.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0240634720281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000540954785196	0.0	3.60636523464e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.970923680296	0.000595050263715	1.80318261732e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.60636523464e-05	9.91750439526e-05	0.0	0.0	0.00366947662625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80318261732e-05	0.0	0.0	0.0	0.0	0.0
F160SBC7.04	0.0	0.0	0.0	0.0	0.0	5.77025720922e-05	0.000216384645346	0.053850925405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00379394411506	0.000274087217438	0.0015002668744	0.0	0.0	0.0	0.000201959002323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00903045253242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58283925506	0.00656366757548	0.0	0.000346215432553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139928737323	0.302217221333	0.0	0.0	0.0377086308622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160R6P6.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.607887746413	0.000152518461089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129894889361	0.0	0.000355876409207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.318255188805	0.00397818986006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000432135639751	0.0530255849718	0.0	0.0	0.00256739409499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000355876409207
H160VK34.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0341198564549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00925977575724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71878544467e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.670813112437	0.00903664863056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.276491697811	0.0	0.0	0.000241721053904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160TQ47.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.612849740933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113989637306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213126079447	0.00884283246978	0.0020725388601	0.00224525043178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.90846286701e-05	0.146252158895	0.0	0.0	0.013402417962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160TQRS.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172850044203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00652379355547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162911928787	0.0389141237082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000716397890437	0.773648751639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160RFSQ.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0417299309399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160209629231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000538766714013	0.0	0.0	0.797472694323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8978792183e-05
B160TQVM.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625434329395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000185313875376	0.0	0.000138985406532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.360945100764	0.0100223920933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094201219983	0.00131263995058	0.0	0.0	0.000602270094973	0.0	0.0	0.0	0.0	0.0	0.000416956219597	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160TJZ3.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.425150533574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00592198088273	0.0	0.00222571093579	0.00582261878738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2152977882	0.0176268357147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00329882156555	0.157826752251	0.0	0.00252379722184	0.163768605552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000536555314878
G160TQSP.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28299863853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50918992512e-05	0.0	0.000425459496256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.361436351259	0.015571817563	0.000901974132063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01136827774	0.0164397549353	0.0	0.0	0.310330156569	0.0	0.0	0.0	0.0	0.0	0.0	0.000442477876106	0.0	0.0	0.0	0.0	0.0	0.0
F160T6WJ.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186164383562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00312577833126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.749215442092	0.0054296388543	0.00052303860523	0.000435865504359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000585305105853	0.0540224159402	0.0	0.000336239103362	0.000161892901619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160SDPL.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33367859905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00447464368578	0.0	0.000566235775052	0.0	0.0	0.000193348801237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000994365263507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.651764998343	0.00314882333444	0.0	0.00194729864103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011324715501	0.0012015246934	0.0	0.00078720583361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000110485029279	0.0	0.0	0.0	0.0	0.0	0.0
F160TL89.04	4.81585379068e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0316762783082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0352038912099	0.0	6.01981723835e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.921814613708	0.00282931410202	0.0	0.000662179896218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119192381319	0.0	0.0	0.00646528371399	0.0	0.0	0.0	0.0	0.0	0.0	2.40792689534e-05	0.0	0.0	0.0	0.0	0.0	2.40792689534e-05
C160VLVQ.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22753908539	8.20383001664e-05	0.000117197571666	0.0	0.0	0.0	0.0	0.0	0.0	2.34395143333e-05	0.0	3.51592714999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17197571666e-05	0.622459742634	0.000890701544664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000961020087664	0.000128917328833	0.0	0.0	0.147657220542	0.0	0.0	0.0	0.0	0.0	0.0	9.37580573331e-05	0.0	0.0	0.0	0.0	0.0	0.0
E160TGY4.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0731336092679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766484900247	0.0	0.000854083174561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.875106760397	0.012986444167	0.0	7.66484900247e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029564417581	0.00191621225062	0.0	0.000777434684537	0.0271883143902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160WX62.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0745017922024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000244669268317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.923198316675	8.56342439108e-05	0.0	2.44669268317e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000122334634158	0.000183501951237	0.0	0.0	0.00163928409772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160RMKG.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261849645175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.982182839361	1.89746119692e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022769534363	0.00777959090737	0.0	0.0	0.00711547948844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69238359076e-05	0.0	0.0	0.0	0.0	0.0
